batch_idx,loss,layer,num_channels,grad_mean,grad_median,grad_sum,grad_abs_mean,grad_abs_max,frac_grad_positive,frac_grad_negative,bits_mean,bits_min,bits_max,step_mean,range_mean,sens_mean,sens_max
0,0.012820005416870117,encoder.layers.0.blocks.1.output.dense,192,-0.00017467346333432943,6.723712431266904e-08,-0.033537305891513824,0.0019625257700681686,0.05512894690036774,0.5052083134651184,0.4947916567325592,8.0,8.0,8.0,0.0001490133727202192,0.038147423416376114,6.923740616829747e-17,6.888737906726749e-16
0,0.012820005416870117,encoder.layers.0.blocks.2.attention.self.continuous_position_bias_mlp.0,512,3.0820399388176156e-06,6.021764420438558e-07,0.0015780044486746192,2.8496866434579715e-05,0.00022684872965328395,0.53125,0.44140625,8.0,8.0,8.0,0.0014276152942329645,0.3654695153236389,5.4517479013732576e-17,5.4517485631177477e-17
0,0.012820005416870117,encoder.layers.0.blocks.2.attention.self.continuous_position_bias_mlp.2,3,5.659670569002628e-05,6.0878988733747974e-05,0.00016979011707007885,0.00045667399535886943,0.0007090270519256592,0.6666666865348816,0.3333333432674408,8.0,8.0,8.0,0.0015643596416339278,0.4004760682582855,5.4517485631177477e-17,5.4517485631177477e-17
0,0.012820005416870117,encoder.layers.0.blocks.2.attention.self.query,192,5.843956023454666e-05,2.8070375265087932e-05,0.011220395565032959,0.00036113153328187764,0.0021610029507428408,0.53125,0.46875,8.0,8.0,8.0,0.0003606080135796219,0.09231565147638321,5.4517485631177477e-17,5.401071177453564e-16
0,0.012820005416870117,encoder.layers.0.blocks.2.attention.self.key,192,3.1709980703453766e-06,1.1061532859457657e-05,0.0006088316440582275,0.0004077334888279438,0.0025324628222733736,0.5104166865348816,0.4895833432674408,8.0,8.0,8.0,0.0003348994068801403,0.08573424816131592,5.4517485631177477e-17,5.401071177453564e-16
0,0.012820005416870117,encoder.layers.0.blocks.2.attention.self.value,192,0.0001615386427147314,6.356705853249878e-05,0.031015420332551003,0.0012973073171451688,0.0076071592047810555,0.53125,0.46875,8.0,8.0,8.0,0.0003499604936223477,0.08958988636732101,5.4517485631177477e-17,5.401071177453564e-16
0,0.012820005416870117,encoder.layers.0.blocks.2.attention.output.dense,192,1.3692224456463009e-05,1.4692905097035691e-06,0.0026289070956408978,0.0006308288429863751,0.004689143970608711,0.515625,0.484375,8.0,8.0,8.0,0.00023557223903480917,0.06030649319291115,5.4517485631177477e-17,5.401071177453564e-16
0,0.012820005416870117,encoder.layers.0.blocks.2.intermediate.dense,768,-3.985915463999845e-05,2.1410164663393516e-07,-0.030611831694841385,0.0013339543947950006,0.05865047872066498,0.50390625,0.49609375,8.0,8.0,8.0,7.3894792876672e-05,0.018917066976428032,5.4517479013732576e-17,5.4517485631177477e-17
0,0.012820005416870117,encoder.layers.0.blocks.2.output.dense,192,0.0004474541638046503,-6.572616985067725e-05,0.08591119945049286,0.0043857768177986145,0.07338429242372513,0.4791666567325592,0.5208333134651184,8.0,8.0,8.0,0.00010904126247623935,0.027914563193917274,5.4517485631177477e-17,5.401071177453564e-16
0,0.012820005416870117,encoder.layers.0.blocks.3.attention.self.continuous_position_bias_mlp.0,512,7.829254172975197e-06,1.1585370884859003e-06,0.004008578136563301,8.637638529762626e-05,0.0005689662066288292,0.533203125,0.451171875,7.992613315582275,4.218050003051758,8.0,0.001980029046535492,0.5068874359130859,4.1543875716054934e-17,4.1543869098610033e-17
0,0.012820005416870117,encoder.layers.0.blocks.3.attention.self.continuous_position_bias_mlp.2,3,0.0009607851388864219,0.001639984198845923,0.002882355358451605,0.0013986551202833652,0.0018991761608049273,0.6666666865348816,0.3333333432674408,8.0,8.0,8.0,0.003340561641380191,0.8551837801933289,4.1543869098610033e-17,4.1543869098610033e-17
0,0.012820005416870117,encoder.layers.0.blocks.3.attention.self.query,192,0.0001361149043077603,0.00013381302414927632,0.026134060695767403,0.0005342551157809794,0.00391389848664403,0.5833333134651184,0.4166666567325592,8.0,8.0,8.0,0.00035400886554270983,0.09062626957893372,4.1543869098610033e-17,4.92970634203161e-16
0,0.012820005416870117,encoder.layers.0.blocks.3.attention.self.key,192,-9.822790161706507e-06,-5.723536014556885e-05,-0.0018859757110476494,0.0007712894584983587,0.004252612125128508,0.4791666567325592,0.5208333134651184,8.0,8.0,8.0,0.00034361975849606097,0.08796665817499161,4.1543869098610033e-17,4.92970634203161e-16
