batch_idx,layer,bits_before_mean,bits_after_mean,delta_bits_mean,delta_s_mean,delta_s_median,delta_s_min,delta_s_max,frac_delta_s_pos,frac_delta_s_neg,like_grad_mean,like_grad_median,like_grad_min,like_grad_max,frac_like_grad_neg,frac_like_grad_pos,prior_grad_mean,prior_grad_median,prior_grad_min,prior_grad_max,frac_prior_grad_neg,frac_prior_grad_pos,prior_contrib_grad_mean,total_grad_mean,frac_total_grad_neg,frac_total_grad_pos,adam_exp_avg_before_mean,adam_exp_avg_after_mean,agree_like_grad_with_delta,agree_prior_grad_with_delta,agree_total_grad_with_delta,like_loss,prior_loss,total_loss,lr
0,encoder.layers.0.blocks.0.attention.self.continuous_position_bias_mlp.0,7.999953269958496,9.036865234375,1.0369117259979248,9.255345503333956e-05,0.0006838141707703471,-0.0009099505841732025,0.0009099651360884309,0.517578125,0.470703125,1.212557947383175e-07,-3.417244442971423e-08,-0.0002617709687910974,0.00028872041730210185,0.517578125,0.470703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212557947383175e-07,0.517578125,0.470703125,0.0,1.2125596526857407e-08,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.0.attention.self.continuous_position_bias_mlp.2,7.999995231628418,8.09919548034668,0.09919993579387665,0.00030332227470353246,0.000909978523850441,-0.0009099965682253242,0.0009099848102778196,0.6666666865348816,0.3333333432674408,0.000562917091883719,-0.00042950513307005167,-0.0005987727781757712,0.002717029070481658,0.6666666865348816,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000562917091883719,0.6666666865348816,0.3333333432674408,0.0,5.6291708460776135e-05,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.0.attention.self.query,7.999963283538818,12.790416717529297,4.790454387664795,0.0002446275611873716,0.0009054576512426138,-0.0009099919116124511,0.0009099974413402379,0.5104166865348816,0.4895833432674408,7.999438821570948e-06,-5.713447080779588e-06,-0.003498668549582362,0.007073312997817993,0.5104166865348816,0.4895833432674408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.999438821570948e-06,0.5104166865348816,0.4895833432674408,0.0,7.999444164852321e-07,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.0.attention.self.key,7.999960899353027,12.885699272155762,4.885737895965576,0.00020810053683817387,-0.0002017761580646038,-0.0009099891176447272,0.0009099983144551516,0.4895833432674408,0.5104166865348816,6.932621909072623e-05,1.774037400537054e-06,-0.005653495900332928,0.005486069712787867,0.4895833432674408,0.5104166865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.932621909072623e-05,0.4895833432674408,0.5104166865348816,0.0,6.932622909516795e-06,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.0.attention.self.value,7.999977111816406,12.570865631103516,4.570888519287109,9.258984209736809e-05,-0.00037776431418024004,-0.0009099996532313526,0.000910000060684979,0.4895833432674408,0.5104166865348816,0.0008619393920525908,0.00012485217303037643,-0.36301273107528687,0.19151878356933594,0.4895833432674408,0.5104166865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008619393920525908,0.4895833432674408,0.5104166865348816,0.0,8.619395521236584e-05,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.0.attention.output.dense,7.9999189376831055,12.198514938354492,4.1985955238342285,0.000301725318422541,0.0009098743321374059,-0.0009099976159632206,0.0009099999442696571,0.5208333730697632,0.4791666865348816,-0.0001771497045410797,-0.00010942797234747559,-0.10785725712776184,0.08207108825445175,0.5208333730697632,0.4791666865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001771497045410797,0.5208333730697632,0.4791666865348816,0.0,-1.7714977730065584e-05,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.0.intermediate.dense,7.999970436096191,13.364428520202637,5.364458084106445,0.00017363524239044636,-0.000253386446274817,-0.0009099994786083698,0.0009099999442696571,0.4856770932674408,0.5143229365348816,0.0011705467477440834,5.663818592438474e-05,-0.07253672182559967,0.15044254064559937,0.4856770932674408,0.5143229365348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011705467477440834,0.4856770932674408,0.5143229365348816,0.0,0.00011705467477440834,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.0.output.dense,7.9999542236328125,13.307302474975586,5.307347297668457,0.0001391659170622006,-0.000243664369918406,-0.0009099958697333932,0.0009099998278543353,0.4322916865348816,0.5677083730697632,0.0008873295737430453,0.00035089798620902,-0.039150092750787735,0.06690540909767151,0.4322916865348816,0.5677083730697632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008873295737430453,0.4322916865348816,0.5677083730697632,0.0,8.873293700162321e-05,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.1.attention.self.continuous_position_bias_mlp.0,7.999265670776367,9.263949394226074,1.2646839618682861,1.934849569806829e-05,-4.0151376197172794e-06,-0.0009099958697333932,0.0009099962189793587,0.482421875,0.51171875,1.9238690583733842e-05,3.2493320534232595e-11,-0.002374562667682767,0.002268231939524412,0.482421875,0.51171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9238690583733842e-05,0.482421875,0.51171875,0.0,1.9238691493228544e-06,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
0,encoder.layers.0.blocks.1.attention.self.continuous_position_bias_mlp.2,7.999997138977051,8.140962600708008,0.14096593856811523,-0.0003032905515283346,-0.0009098746813833714,-0.0009099950548261404,0.0009099980816245079,0.3333333432674408,0.6666666865348816,-0.0007775455596856773,7.258386176545173e-05,-0.004301644396036863,0.0018964236369356513,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007775455596856773,0.3333333432674408,0.6666666865348816,0.0,-7.775457197567448e-05,1.0,nan,1.0,0.18069756031036377,0.008924740366637707,0.18962229788303375,0.00091
