batch_idx,layer,bits_before_mean,bits_after_mean,delta_bits_mean,delta_s_mean,frac_delta_s_pos,frac_delta_s_neg,like_grad_mean,like_grad_abs_mean,frac_like_grad_neg,frac_like_grad_pos,prior_grad_mean,prior_grad_abs_mean,prior_contrib_grad_mean,prior_contrib_grad_abs_mean,frac_prior_grad_neg,frac_prior_grad_pos,total_grad_mean,total_grad_abs_mean,agree_like_with_delta,agree_prior_with_delta,agree_total_with_delta
4,encoder.layers.0.blocks.0.attention.self.continuous_position_bias_mlp.0,7.497466564178467,7.326457500457764,-0.1710091233253479,0.000219499139348045,0.9375,0.05078125,-2.2023973542673048e-06,3.862726953229867e-05,0.515625,0.474609375,0.2816559672355652,0.3265334367752075,2.8165593121687316e-11,3.26533383665506e-11,0.4140625,0.576171875,0.2816537022590637,0.32653605937957764,0.5325443744659424,0.46942800283432007,0.46942800283432007
4,encoder.layers.0.blocks.0.attention.self.continuous_position_bias_mlp.2,7.891510963439941,7.778415203094482,-0.11309560388326645,0.00020565504382830113,1.0,0.0,7.384146738331765e-05,0.0013948744162917137,0.3333333432674408,0.6666666865348816,0.008671075105667114,0.06885596364736557,8.671074925789557e-13,6.885596259831317e-12,0.3333333432674408,0.6666666865348816,0.008744915015995502,0.06860129535198212,0.3333333432674408,0.3333333432674408,0.3333333432674408
4,encoder.layers.0.blocks.0.attention.self.query,6.97477912902832,6.378582954406738,-0.5961960554122925,0.0004031550488434732,1.0,0.0,-0.00027095997938886285,0.001122484914958477,0.59375,0.40625,0.5416010618209839,0.5708276033401489,5.4160103485356714e-11,5.708275518934158e-11,0.2135416716337204,0.7864583730697632,0.5413300395011902,0.5707059502601624,0.59375,0.2135416716337204,0.2135416716337204
4,encoder.layers.0.blocks.0.attention.self.key,6.74875545501709,6.206905364990234,-0.5418503284454346,0.0003962298796977848,1.0,0.0,-0.00011314986477373168,0.0014017465291544795,0.5104166865348816,0.4895833432674408,0.6083916425704956,0.6281628608703613,6.083916703758518e-11,6.281628689430718e-11,0.1145833358168602,0.8854166865348816,0.6082785129547119,0.6282387971878052,0.5104166865348816,0.1145833358168602,0.1145833358168602
4,encoder.layers.0.blocks.0.attention.self.value,7.436576843261719,6.898200035095215,-0.5383768081665039,0.0003759961109608412,1.0,0.0,0.010375550016760826,0.04886137694120407,0.4114583432674408,0.5885416865348816,-365.0953063964844,365.6339111328125,-3.6509529621753245e-08,3.656339231383754e-08,0.3333333432674408,0.6666666865348816,-365.08489990234375,365.6451416015625,0.4114583432674408,0.3333333432674408,0.3229166865348816
4,encoder.layers.0.blocks.0.attention.output.dense,6.128159999847412,5.575355052947998,-0.5528042912483215,0.00039379228837788105,1.0,0.0,0.00212880689650774,0.014720426872372627,0.5,0.5,1.0721272230148315,1.0798470973968506,1.0721271093139251e-10,1.0798471838935342e-10,0.0677083358168602,0.9322916865348816,1.0742559432983398,1.0820974111557007,0.5,0.0677083358168602,0.0677083358168602
4,encoder.layers.0.blocks.0.intermediate.dense,7.042741298675537,6.5018415451049805,-0.5409001708030701,0.00039474244113080204,1.0,0.0,5.7230859965784475e-05,0.018836140632629395,0.4713541865348816,0.5286458730697632,0.41015052795410156,0.4323355555534363,4.1015052465454005e-11,4.3233555624411224e-11,0.21875,0.78125,0.4102078080177307,0.43333300948143005,0.4713541865348816,0.21875,0.2109375
4,encoder.layers.0.blocks.0.output.dense,6.614748954772949,6.088997840881348,-0.5257517099380493,0.0003920086892321706,1.0,0.0,0.005623500794172287,0.015185460448265076,0.4895833432674408,0.5104166865348816,0.7178915739059448,0.7375191450119019,7.178915795158503e-11,7.375192123681984e-11,0.1041666716337204,0.8958333730697632,0.7235150337219238,0.743105411529541,0.4895833432674408,0.1041666716337204,0.09375
4,encoder.layers.0.blocks.1.attention.self.continuous_position_bias_mlp.0,7.6294684410095215,7.377747535705566,-0.25172048807144165,0.00023105560103431344,0.984375,0.0078125,9.837265679379925e-06,0.0003622829099185765,0.486328125,0.50390625,-2350.167724609375,2350.683837890625,-2.3501675627812801e-07,2.3506841273501777e-07,0.44921875,0.546875,-2350.167724609375,2350.683837890625,0.4871794879436493,0.458823561668396,0.458823561668396
4,encoder.layers.0.blocks.1.attention.self.continuous_position_bias_mlp.2,8.018677711486816,7.986602783203125,-0.03207540512084961,0.00011090593034168705,0.6666666865348816,0.3333333432674408,0.009588530287146568,0.012899801135063171,0.3333333432674408,0.6666666865348816,-0.004666067659854889,0.03549959510564804,-4.666067879299796e-13,3.5499593716015188e-12,0.6666666865348816,0.3333333432674408,0.004922464489936829,0.0308435820043087,0.6666666865348816,0.3333333432674408,0.3333333432674408
