batch_idx,layer,bits_before_mean,bits_after_mean,delta_bits_mean,delta_s_mean,frac_delta_s_pos,frac_delta_s_neg,like_grad_mean,prior_grad_mean,prior_contrib_grad_mean,total_grad_mean,mean_abs_like_grad,mean_abs_prior_contrib_grad,mean_abs_adam_proxy,agree_like_with_delta,agree_prior_with_delta,agree_total_with_delta
0,encoder.layers.0.blocks.0.attention.self.continuous_position_bias_mlp.0,7.999953269958496,9.276931762695312,1.276978850364685,3.5691071389010176e-05,0.48046875,0.50390625,2.305091356902267e-06,0.0,0.0,2.305091356902267e-06,2.242950358777307e-05,0.0,2.8032753467559814,1.0,nan,1.0
0,encoder.layers.0.blocks.0.attention.self.continuous_position_bias_mlp.2,7.999995231628418,7.978947639465332,-0.021047433838248253,0.0003033339453395456,0.6666666865348816,0.3333333432674408,-0.00042370567098259926,0.0,0.0,-0.00042370567098259926,0.0006465894402936101,0.0,3.160353422164917,1.0,nan,1.0
0,encoder.layers.0.blocks.0.attention.self.query,7.999963283538818,13.438133239746094,5.43817138671875,0.00015330815222114325,0.4583333432674408,0.5416666865348816,6.32139781373553e-05,0.0,0.0,6.32139781373553e-05,0.0006703274557366967,0.0,3.144752025604248,1.0,nan,1.0
0,encoder.layers.0.blocks.0.attention.self.key,7.999960899353027,12.998685836791992,4.998724937438965,0.00022785214241594076,0.4947916865348816,0.5052083730697632,1.2985363355255686e-05,0.0,0.0,1.2985363355255686e-05,0.0009438662673346698,0.0,3.144814968109131,1.0,nan,1.0
0,encoder.layers.0.blocks.0.attention.self.value,7.999977111816406,13.050868034362793,5.050891399383545,-9.605896593711805e-06,0.4322916865348816,0.5677083730697632,0.005655020475387573,0.0,0.0,0.005655020475387573,0.027937209233641624,0.0,3.1620445251464844,1.0,nan,1.0
0,encoder.layers.0.blocks.0.attention.output.dense,7.9999189376831055,12.403432846069336,4.4035139083862305,0.0002847748401109129,0.5,0.5,0.0010531778680160642,0.0,0.0,0.0010531778680160642,0.006186570972204208,0.0,3.160006284713745,1.0,nan,1.0
0,encoder.layers.0.blocks.0.intermediate.dense,7.999970436096191,12.932276725769043,4.932305812835693,0.0002102211583405733,0.5143229365348816,0.4856770932674408,-0.0003913352848030627,0.0,0.0,-0.0003913352848030627,0.011766653507947922,0.0,3.1609392166137695,1.0,nan,1.0
0,encoder.layers.0.blocks.0.output.dense,7.9999542236328125,13.185707092285156,5.1857523918151855,0.00022266327869147062,0.4739583432674408,0.5260416865348816,0.00016555478214286268,0.0,0.0,0.00016555478214286268,0.006013327743858099,0.0,3.159005880355835,1.0,nan,1.0
0,encoder.layers.0.blocks.1.attention.self.continuous_position_bias_mlp.0,7.999265670776367,9.037019729614258,1.0377535820007324,3.507683868519962e-05,0.490234375,0.501953125,1.6690091797499917e-05,0.0,0.0,1.6690091797499917e-05,0.0002703855570871383,0.0,2.9740610122680664,1.0,nan,1.0
0,encoder.layers.0.blocks.1.attention.self.continuous_position_bias_mlp.2,7.999997138977051,8.224712371826172,0.22471587359905243,-0.00030334628536365926,0.3333333432674408,0.6666666865348816,0.0035457115154713392,0.0,0.0,0.0035457115154713392,0.003689876524731517,0.0,3.1606147289276123,1.0,nan,1.0
0,encoder.layers.0.blocks.1.attention.self.query,7.999977111816406,12.831266403198242,4.831289291381836,0.00019270193297415972,0.5364583730697632,0.4635416865348816,9.773609781404957e-05,0.0,0.0,9.773609781404957e-05,0.0015237111365422606,0.0,3.1556506156921387,1.0,nan,1.0
0,encoder.layers.0.blocks.1.attention.self.key,7.999974250793457,13.521430969238281,5.521457672119141,0.00013788060459773988,0.4791666865348816,0.5208333730697632,0.00018111677491106093,0.0,0.0,0.00018111677491106093,0.001970013603568077,0.0,3.1573615074157715,1.0,nan,1.0
0,encoder.layers.0.blocks.1.attention.self.value,7.999969005584717,13.031394004821777,5.031424522399902,0.0002147572231478989,0.5104166865348816,0.4895833432674408,-0.002089726971462369,0.0,0.0,-0.002089726971462369,0.028579674661159515,0.0,3.1620357036590576,1.0,nan,1.0
0,encoder.layers.0.blocks.1.attention.output.dense,7.9999494552612305,13.337173461914062,5.337223052978516,0.0002016335929511115,0.46875,0.53125,0.003035511588677764,0.0,0.0,0.003035511588677764,0.013577049598097801,0.0,3.1609151363372803,1.0,nan,1.0
0,encoder.layers.0.blocks.1.intermediate.dense,7.999722957611084,11.41775131225586,3.4180285930633545,0.000387386855436489,0.5208333730697632,0.4791666865348816,0.0007517912308685482,0.0,0.0,0.0007517912308685482,0.0101094301789999,0.0,3.140662670135498,1.0,nan,1.0
0,encoder.layers.0.blocks.1.output.dense,7.999927520751953,12.528861045837402,4.528932571411133,0.00034722679993137717,0.5104166865348816,0.4895833432674408,0.0002827374264597893,0.0,0.0,0.0002827374264597893,0.019145417958498,0.0,3.1619157791137695,1.0,nan,1.0
0,encoder.layers.0.blocks.2.attention.self.continuous_position_bias_mlp.0,7.999935150146484,9.698149681091309,1.6982145309448242,9.020586003316566e-05,0.482421875,0.4921875,-9.024417522596195e-06,0.0,0.0,-9.024417522596195e-06,0.00018076614651363343,0.0,2.9183640480041504,1.0,nan,1.0
0,encoder.layers.0.blocks.2.attention.self.continuous_position_bias_mlp.2,7.999993801116943,7.984574317932129,-0.015420278534293175,0.00030332975438795984,0.6666666865348816,0.3333333432674408,-0.00022977878688834608,0.0,0.0,-0.00022977878688834608,0.0016247605672106147,0.0,3.161569118499756,1.0,nan,1.0
0,encoder.layers.0.blocks.2.attention.self.query,7.999974250793457,13.347007751464844,5.347033500671387,0.0001420933986082673,0.484375,0.515625,0.0010731472866609693,0.0,0.0,0.0010731472866609693,0.006720970384776592,0.0,3.1606645584106445,1.0,nan,1.0
0,encoder.layers.0.blocks.2.attention.self.key,7.999972343444824,13.080909729003906,5.08093786239624,0.00020048410806339234,0.5104166865348816,0.4895833432674408,0.0004201503179501742,0.0,0.0,0.0004201503179501742,0.0041092773899436,0.0,3.1604020595550537,1.0,nan,1.0
0,encoder.layers.0.blocks.2.attention.self.value,7.999973297119141,13.131183624267578,5.1312103271484375,0.00018566664948593825,0.5052083730697632,0.4947916865348816,0.0015737803187221289,0.0,0.0,0.0015737803187221289,0.017033813521265984,0.0,3.1614580154418945,1.0,nan,1.0
0,encoder.layers.0.blocks.2.attention.output.dense,7.999942779541016,13.787150382995605,5.78720760345459,0.00019413436530157924,0.4375,0.5625,0.003108495380729437,0.0,0.0,0.003108495380729437,0.012655711732804775,0.0,3.1612792015075684,1.0,nan,1.0
0,encoder.layers.0.blocks.2.intermediate.dense,7.999110698699951,10.621525764465332,2.6224143505096436,0.00038207805482670665,0.4869791865348816,0.5130208730697632,0.0020904296543449163,0.0,0.0,0.0020904296543449163,0.01285461150109768,0.0,3.150552272796631,1.0,nan,1.0
0,encoder.layers.0.blocks.2.output.dense,7.999903678894043,12.772241592407227,4.772338390350342,0.00034772296203300357,0.4791666865348816,0.5208333730697632,-0.0037563550285995007,0.0,0.0,-0.0037563550285995007,0.041815295815467834,0.0,3.162015438079834,1.0,nan,1.0
0,encoder.layers.0.blocks.3.attention.self.continuous_position_bias_mlp.0,7.992016792297363,9.252523422241211,1.2605061531066895,3.716005085152574e-05,0.486328125,0.498046875,-2.980805038532708e-05,349.97564697265625,3.499756573432933e-08,349.9756164550781,0.000328564754454419,3.499756573432933e-08,2.9686429500579834,1.0,0.0,0.998019814491272
0,encoder.layers.0.blocks.3.attention.self.continuous_position_bias_mlp.2,7.999997615814209,7.970813751220703,-0.029184024780988693,0.00030333339236676693,0.6666666865348816,0.3333333432674408,-0.0030017744284123182,0.0,0.0,-0.0030017744284123182,0.004101729020476341,0.0,3.1618800163269043,1.0,nan,1.0
0,encoder.layers.0.blocks.3.attention.self.query,7.999974727630615,12.492597579956055,4.492623329162598,0.000256125204032287,0.5572916865348816,0.4427083432674408,-0.0003040273441001773,0.0,0.0,-0.0003040273441001773,0.002463314216583967,0.0,3.160172939300537,1.0,nan,1.0
0,encoder.layers.0.blocks.3.attention.self.key,7.999973297119141,13.719192504882812,5.719219207763672,0.00012362336565274745,0.4635416865348816,0.5364583730697632,0.0004628413589671254,0.0,0.0,0.0004628413589671254,0.0024511502124369144,0.0,3.1606802940368652,1.0,nan,1.0
0,encoder.layers.0.blocks.3.attention.self.value,7.999967575073242,13.72762680053711,5.727659225463867,0.00015627359971404076,0.4583333432674408,0.5416666865348816,0.00037362877628766,0.0,0.0,0.00037362877628766,0.029162269085645676,0.0,3.1620516777038574,1.0,nan,1.0
0,encoder.layers.0.blocks.3.attention.output.dense,7.999948024749756,12.444788932800293,4.444840908050537,0.0002956146199721843,0.53125,0.46875,-0.0022251063492149115,0.0,0.0,-0.0022251063492149115,0.01418722327798605,0.0,3.161041021347046,1.0,nan,1.0
0,encoder.layers.0.blocks.3.intermediate.dense,7.998569011688232,9.89212417602539,1.8935558795928955,0.0004003382637165487,0.5182291865348816,0.4817708432674408,0.0005754180019721389,0.0,0.0,0.0005754180019721389,0.009308639913797379,0.0,3.1414499282836914,1.0,nan,1.0
0,encoder.layers.0.blocks.3.output.dense,7.999925136566162,12.273214340209961,4.273290157318115,0.0003691629972308874,0.5260416865348816,0.4739583432674408,0.0036604232154786587,0.0,0.0,0.0036604232154786587,0.030957207083702087,0.0,3.1619725227355957,1.0,nan,1.0
0,encoder.layers.0.blocks.4.attention.self.continuous_position_bias_mlp.0,7.999958038330078,9.65227222442627,1.6523146629333496,5.107828837935813e-05,0.48046875,0.513671875,-7.792018550389912e-06,0.0,0.0,-7.792018550389912e-06,0.00011700025061145425,0.0,3.0412981510162354,1.0,nan,1.0
